"과속방지턱관리번호",시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
493,경기도,오산시,청학로43번길,경기도 오산시 청학로 43,,오산대학교 내부,1,1,10,360,800,1,Y,37.15528532,127.0631851,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
494,경기도,오산시,청학로43번길,경기도 오산시 청학로 43,,오산대학교 내부,1,1,10,360,800,1,Y,37.15580591,127.0627661,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
495,경기도,오산시,청학로43번길,경기도 오산시 청학로 43,,오산대학교 내부,1,1,10,360,1000,1,Y,37.15577223,127.0625522,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
496,경기도,오산시,청학로43번길,경기도 오산시 청학로 43,,오산대학교 내부,1,1,10,360,600,1,Y,37.15579945,127.0621892,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
497,경기도,오산시,청학로43번길,경기도 오산시 청학로 43,,오산대학교 내부,1,1,10,360,600,1,Y,37.15581529,127.0620569,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
498,경기도,오산시,청학로43번길,경기도 오산시 청학로 43,,오산대학교 내부,1,1,10,360,600,1,Y,37.15597545,127.0616293,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
499,경기도,오산시,청학로43번길,경기도 오산시 청학로 43,,오산대학교 내부,1,1,10,360,600,1,Y,37.15613114,127.0611425,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
500,경기도,오산시,은여울로,,경기도 오산시 은계동 97-1,리버빌아파트 정문,1,1,10,360,1000,1,Y,37.15795296,127.070291,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
501,경기도,오산시,은여울로,,경기도 오산시 은계동 89,리버빌아파트 정문 앞,1,1,10,360,300,2,N,37.15857856,127.071347,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
502,경기도,오산시,은여울로,,경기도 오산시 은계동 89,리버빌아파트 정문 앞,1,1,10,360,500,2,N,37.15879687,127.0716793,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
503,경기도,오산시,은여울로,,경기도 오산시 은계동 89,늘푸름클럽.은계현대아파트 버스정류장 기준 좌측,1,1,10,360,700,1,Y,37.15933248,127.0725354,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
504,경기도,오산시,은여울로,,경기도 오산시 은계동 110-44,현대1차아파트 정문 근방,1,1,10,360,600,1,Y,37.16099334,127.0750898,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
505,경기도,오산시,은여울로43번길,,경기도 오산시 은계동 79-2,은여울로 43 차차커피 앞,1,1,10,360,600,1,Y,37.15882857,127.0714091,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
506,경기도,오산시,은여울로43번길,,경기도 오산시 은계동 79-2,해두리치킨 오산은계점 앞,1,1,10,360,600,1,Y,37.15901563,127.0712658,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
507,경기도,오산시,은여울로43번길,,경기도 오산시 은계동 79-2,은여울로43번길 9 건물 앞,1,1,10,360,600,1,Y,37.15935143,127.0710043,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
508,경기도,오산시,은여울로43번길,,경기도 오산시 은계동 79-2,GS25 오산은계점 앞,1,1,10,360,700,1,Y,37.15968497,127.0707541,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
509,경기도,오산시,현충로72번길,,경기도 오산시 은계동 79-2,현충로72번길 48 청운빌라 앞,1,1,10,360,600,1,Y,37.15927466,127.0713026,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
510,경기도,오산시,은여울로43번길,,경기도 오산시 은계동 66-3,은계주공 112동 앞,1,1,10,360,600,1,Y,37.1599464,127.0705405,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
511,경기도,오산시,은여울로43번길,,경기도 오산시 은계동 66-3,은계주공 111동 앞,1,1,10,360,600,1,Y,37.16039938,127.070206,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
512,경기도,오산시,은여울로43번길,,경기도 오산시 은계동 66-3,은여울로43번길 23 건물 앞,1,1,10,360,600,1,Y,37.1609042,127.069818,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
513,경기도,오산시,현충로72번길,,경기도 오산시 은계동 85-3,현대2차아파트 정문 기준 좌측,1,1,10,360,600,1,Y,37.15959195,127.0718433,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
514,경기도,오산시,현충로72번길,,경기도 오산시 은계동 85-3,현대2차아파트 정문 기준 우측,1,1,10,360,600,1,Y,37.15964145,127.0719475,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
515,경기도,오산시,현충로72번길,,경기도 오산시 은계동 85-5,은여울로57-4 옆,1,1,10,360,600,1,Y,37.15965925,127.0723049,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
516,경기도,오산시,현충로72번길,,경기도 오산시 은계동 31-6,오복빌딩 옆,1,1,10,360,600,1,Y,37.16041786,127.0731725,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
517,경기도,오산시,현충로72번길,,경기도 오산시 은계동 31-6,구세군오산영문교회 앞,1,1,10,360,600,1,Y,37.16052137,127.073364,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
518,경기도,오산시,현충로72번길,,경기도 오산시 은계동 31-6,정원빌라앞,1,1,10,360,600,1,Y,37.16066089,127.0735921,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
519,경기도,오산시,현충로72번길,,경기도 오산시 은계동 28-6,우성그린104동앞,1,1,10,360,600,1,Y,37.16123478,127.0744511,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
520,경기도,오산시,현충로72번길,,경기도 오산시 은계동 28-6,우성그린108동앞,1,1,10,360,600,1,Y,37.16173661,127.0752453,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
521,경기도,오산시,은여울로67번길,,경기도 오산시 은계동 31-6,럭키할인마트 오복빌딩사이,1,1,10,360,600,1,Y,37.16037271,127.0733329,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
522,경기도,오산시,은여울로67번길,,경기도 오산시 은계동 38-1,구세군오산영문 컨테이너 옆,1,1,10,360,600,1,Y,37.16053051,127.0731388,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
523,경기도,오산시,은여울로67번길,,경기도 오산시 은계동 38-1,은계동어린이공원 앞,1,1,10,360,400,1,Y,37.16067033,127.0728997,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
524,경기도,오산시,은여울로67번길,,경기도 오산시 은계동 41-2,CU 오산은여울점 앞,1,1,10,360,400,1,Y,37.16102439,127.0722527,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
525,경기도,오산시,은여울로67번길,,경기도 오산시 은계동 72-5,중앙빌라 지도기준 5시방향,1,1,10,360,400,1,Y,37.1613311,127.0716676,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
526,경기도,오산시,은여울로67번길,,경기도 오산시 은계동 72-5,중앙빌라 지도기준 9시방향,1,1,10,360,400,1,Y,37.16152278,127.0713357,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
527,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 72-5,쌍용연립정문앞,1,1,10,360,400,1,Y,37.16090833,127.0704569,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
528,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 72-5,해에게서소년에게유치원 주차장앞,1,1,10,360,400,1,Y,37.16135639,127.0708232,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
529,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 61-7,경기대로416번길 42 건물입구앞,1,1,10,360,600,1,Y,37.16187199,127.0712487,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
530,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 58-4,금성타운101동앞,1,1,10,360,600,1,Y,37.16228402,127.0715869,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
531,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 53-14,은계동공영주차장 지도기준 9시방향,1,1,10,360,600,1,Y,37.16305418,127.0719816,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
532,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 53-10,필봉산 앞 사거리 도로섬,1,1,10,360,600,1,Y,37.16322543,127.071903,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
533,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 54-7,황덕사 주차장 입구 앞,1,1,10,360,600,1,Y,37.16232958,127.0707482,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
534,경기도,오산시,경기대로416번길,,경기도 오산시 은계동 54-7,황덕사 입구 앞,1,1,10,360,600,1,Y,37.16246898,127.0711902,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
535,경기도,오산시,현충로60번길,,경기도 오산시 은계동 110-21,금성타운601동앞,1,1,10,360,600,1,Y,37.16190951,127.0725294,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
536,경기도,오산시,현충로60번길,,경기도 오산시 은계동 23-3,금성타운901동앞,1,1,10,360,600,1,Y,37.16198352,127.0730558,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
537,경기도,오산시,현충로60번길,,경기도 오산시 은계동 23-3,금성타운1101동앞,1,1,10,360,600,1,Y,37.16205315,127.073388,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
538,경기도,오산시,현충로,,경기도 오산시 은계동 18-6,필봉산 앞 사거리 현충탑 방향도로,1,1,10,360,600,1,Y,37.1632706,127.0717173,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
539,경기도,오산시,현충로,,경기도 오산시 은계동 18-9,은계동공영주차장 지도기준 12시방향,1,1,10,360,600,1,Y,37.16338734,127.072376,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
540,경기도,오산시,현충로,,경기도 오산시 은계동 18-10,은계동공영주차장 지도기준 2시방향,1,1,10,360,1000,1,Y,37.16320228,127.072936,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
541,경기도,오산시,현충로,,경기도 오산시 은계동 18-10,새싹뜰어린이집앞,1,1,10,360,1000,1,Y,37.16287533,127.0734395,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
542,경기도,오산시,현충로,,경기도 오산시 은계동 17-1,현충로 63-5 앞,1,3,10,360,200,2,N,37.16248467,127.074959,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
543,경기도,오산시,현충로,,경기도 오산시 은계동 18-3,대성원룸앞,1,3,10,360,200,2,N,37.16257689,127.0751814,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
544,경기도,오산시,현충로,,경기도 오산시 은계동 7-14,현충로 95 지도기준 방향 3시,1,1,10,360,600,1,Y,37.16137924,127.0774995,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
545,경기도,오산시,부산동길,,경기도 오산시 부산동 764-5,부산동길 29 건물 앞,1,1,10,360,300,2,N,37.14969315,127.0863633,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
546,경기도,오산시,부산동길,,경기도 오산시 부산동 764-5,대명그린아트앞,1,1,10,360,300,2,N,37.14986163,127.0869995,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
547,경기도,오산시,부산동길,,경기도 오산시 부산동 764-5,풍향원룸앞,1,1,10,360,300,2,N,37.15001672,127.0874697,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
548,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 769-9,동부대로568번길 62-21 건물앞,1,1,10,360,300,2,N,37.151087,127.0870882,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
549,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 769-9,동부대로568번길 62-18 건물앞,1,1,10,360,300,2,N,37.15118171,127.0869588,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
550,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 769-9,동부대로568번길 32 건물앞,1,1,10,360,300,2,N,37.15225214,127.0832368,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
551,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 769-9,동부대로568번길 28 건물앞,1,1,10,360,300,2,N,37.15232896,127.0829104,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
552,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 769-9,동부대로568번길 23 건물앞,1,1,10,360,300,2,N,37.15239227,127.0825728,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
553,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 769-9,두부마을입구,1,1,10,360,300,2,N,37.1525075,127.0820664,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
554,경기도,오산시,부산동길,,경기도 오산시 부산동 768-7,대성빌라 뒷편 비닐하우스 뒤,1,1,10,360,300,2,N,37.15034286,127.0881314,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
555,경기도,오산시,부산동길,,경기도 오산시 부산동 799,시티자이107동 지도기준 10시방향,1,1,10,360,600,1,Y,37.14961312,127.0879729,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
556,경기도,오산시,부산동길,,경기도 오산시 부산동 799,통큰갈비 앞,1,1,10,360,600,1,Y,37.15063552,127.0883737,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
557,경기도,오산시,부산동길,,경기도 오산시 부산동 798,시티자이104동 앞,1,1,10,360,1000,1,Y,37.15106301,127.0890609,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
558,경기도,오산시,부산동길,,경기도 오산시 부산동 798,시티자이102동앞,1,1,10,360,1000,1,Y,37.150767,127.0902678,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
559,경기도,오산시,부산동길,,경기도 오산시 부산동 795,자이프라자 오산다온유치원 사이,1,1,10,360,300,2,N,37.15111134,127.0906876,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
560,경기도,오산시,부산중앙로,,경기도 오산시 부산동 806,오산다온유치원 앞,1,1,10,360,600,1,Y,37.15115818,127.0912899,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
561,경기도,오산시,부산중앙로,,경기도 오산시 부산동 806,오산시티자이2차아파트 309동 앞,1,1,10,360,600,1,Y,37.15115811,127.0913855,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
562,경기도,오산시,부산중앙로,,경기도 오산시 부산동 806,오산시티자이2차.다온초교 버스정류장 좌측,1,1,10,360,600,1,Y,37.15252067,127.0917615,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
563,경기도,오산시,부산중앙로,,경기도 오산시 부산동 806,오산시티자이2차.다온초교 버스정류장 우측,1,1,10,360,600,1,Y,37.15216698,127.0917836,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
564,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 479-11,부산동길 75-2 지도기준 10시 방향,1,1,10,360,200,2,N,37.15245082,127.0888233,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
565,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 459-11,동부대로568번길 87-4 앞,1,1,10,360,200,2,N,37.15292601,127.0889871,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
566,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 122-18,동부대로568번길 91 앞,1,1,10,360,200,2,N,37.15273886,127.0892176,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
567,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 769-1,동부대로568번길 102 앞,1,1,10,360,200,2,N,37.1535335,127.0899362,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
568,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 103-2,경기도동로186번길 54 앞,1,1,10,360,200,2,N,37.15392174,127.0918617,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
569,경기도,오산시,동부대로568번길,,경기도 오산시 부산동 113-3,동부대로568번길 110-3 앞,1,1,10,360,200,2,N,37.1545105,127.0907873,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
570,경기도,오산시,운천로,,경기도 오산시 부산동 783,운천고교 버스정류장 앞,1,1,10,360,1200,1,Y,37.15539241,127.0798377,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
571,경기도,오산시,운천로,,경기도 오산시 부산동 783,운천고 정문 앞,1,1,10,360,1200,1,Y,37.15522539,127.0803272,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
572,경기도,오산시,서랑로,,경기도 오산시 서랑동 374-27,서랑로 21 지도기준 9시방면,1,1,10,360,500,2,N,37.17372652,127.0015905,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
573,경기도,오산시,서랑로,,경기도 오산시 서랑동 374-27,서랑로 38 지도 기준 12시방면,1,1,10,360,500,2,N,37.17262721,127.0031078,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
574,경기도,오산시,양산로,,경기도 오산시 서랑동 374-61,서랑로 21 앞,1,1,10,360,500,2,N,37.17378734,127.0019367,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
575,경기도,오산시,양산로,,경기도 오산시 서랑동 374-26,양산로 16 앞,1,1,10,360,500,2,N,37.17464332,127.0029699,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
576,경기도,오산시,양산로,,경기도 오산시 서랑동 374-26,양산로 28 지도기준 6시방면,1,1,10,360,500,2,N,37.17545652,127.0031219,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
577,경기도,오산시,양산로,,경기도 오산시 서랑동 374-26,디엠씨철골공장 앞,1,1,10,360,500,2,N,37.17675631,127.0026547,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
578,경기도,오산시,양산로,,경기도 오산시 서랑동 286-5,양산로 58 앞,1,1,10,360,500,2,N,37.17807409,127.0028434,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
579,경기도,오산시,양산로,,경기도 오산시 서랑동 286-8,양산로 61 지도기준 3시방면,1,1,10,360,500,2,N,37.17884222,127.0037752,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
580,경기도,오산시,양산로,,경기도 오산시 서랑동 286-8,양산로 84 지도기준 9시 방면,1,1,10,360,500,2,N,37.17982209,127.0045016,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
581,경기도,오산시,양산로,,경기도 오산시 서랑동 289-24,양산로 89 앞,1,1,10,360,500,2,N,37.18037397,127.0049436,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
582,경기도,오산시,서랑로105번길,,경기도 오산시 서랑동 112-13,서랑동노인마을회관 건물 뒤,1,1,10,360,500,2,N,37.17449902,127.0063958,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
583,경기도,오산시,서랑로105번길,,경기도 오산시 서랑동 285-8,서랑로105번길 29-1 지도 기준 12시 방면,1,1,10,360,500,2,N,37.17415434,127.0068659,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
584,경기도,오산시,서랑로105번길,,경기도 오산시 서랑동 284-7,서랑로105번길 13 지도 기준 12시 방면,1,1,10,360,500,2,N,37.17418578,127.0083495,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
585,경기도,오산시,서랑로105번길,,경기도 오산시 서랑동 284-7,서랑동마을입구 버스정류장,1,1,10,360,500,2,N,37.17389282,127.0098639,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
586,경기도,오산시,서랑로,,경기도 오산시 서랑동 374-29,서랑동 버스정류장 지도 기준 3시방면,1,1,10,360,600,1,Y,37.17264281,127.0069953,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
587,경기도,오산시,서랑로,,경기도 오산시 서랑동 374-29,서랑동 버스정류장 지도 기준 3시방면 100m,1,1,10,360,600,1,Y,37.17262247,127.0080537,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
588,경기도,오산시,서랑로,,경기도 오산시 서랑동 374-29,서랑동 버스정류장 지도 기준 3시방면 120m,1,1,10,360,600,1,Y,37.17276886,127.0084478,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
589,경기도,오산시,서랑로,,경기도 오산시 서랑동 284,서랑로 99 앞,1,1,10,360,500,2,N,37.17361578,127.0094501,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
590,경기도,오산시,서랑로,,경기도 오산시 서랑동 산 22-1,서랑로 113 앞,1,1,10,360,500,2,N,37.17395808,127.0106521,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
591,경기도,오산시,서랑로,,경기도 오산시 서랑동 산 23-1,서랑로 113 지도기준 4시방면 30m,1,1,10,360,500,2,N,37.17396704,127.0112067,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
592,경기도,오산시,서랑로,,경기도 오산시 서랑동 39-8,서랑동저수지 버스정류장 지도 기준 3시 30m,1,1,10,360,500,2,N,37.17368299,127.0132813,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
593,경기도,오산시,서랑로,,경기도 오산시 서랑동 15-5,서랑로 147-4 지도기준 6시방면 40m,1,1,10,360,500,2,N,37.173649,127.0149394,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
594,경기도,오산시,세마문학로,경기도 오산시 세마문학로 50,,e편한세상 오산세교아파트 120동 놀이터와 세마초 사이 도로,1,1,10,360,600,1,Y,37.16978554,127.028284,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
595,경기도,오산시,가장산업서북로,,경기도 오산시 지곶동 564-2,타이텍 정문 기준 12시방면,1,1,10,360,900,1,Y,37.17232193,127.0286368,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
596,경기도,오산시,지곶중앙로,,경기도 오산시 지곶동 47-4,지곶중앙로 1-20 지도기준 4시방면 50m,1,3,10,360,600,1,Y,37.17961897,127.0343349,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
597,경기도,오산시,지곶중앙로,,경기도 오산시 지곶동 39-1,지곶중앙로 1-20 지도기준 5시방면 100m,1,3,10,360,600,1,Y,37.17999979,127.0338874,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
598,경기도,오산시,독산성로,,경기도 오산시 지곶동 산 77-1,두레보쌈 지도기준 5시 70m,1,1,10,360,300,2,N,37.18153897,127.0316246,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
599,경기도,오산시,독산성로,,경기도 오산시 지곶동 산 77-1,두레보쌈 입구 앞,1,1,10,360,600,1,Y,37.18161121,127.0310531,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
600,경기도,오산시,독산성로,,경기도 오산시 지곶동 35-1,독산성로 285 지도기준 5시방향,1,1,10,360,600,1,Y,37.18109114,127.0299211,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
601,경기도,오산시,독산성로,,경기도 오산시 지곶동 34-4,베이직푸드 입구 앞,1,1,10,360,600,1,Y,37.18053709,127.029524,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
602,경기도,오산시,독산성로,,경기도 오산시 지곶동 538-2,보적사입구 버스정류장 지도기준 2시방면,1,1,10,360,600,1,Y,37.18001917,127.0287777,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
603,경기도,오산시,독산성로,,경기도 오산시 지곶동 86-2,독산성컨설팅 앞 삼거리,1,1,10,360,600,1,Y,37.17934136,127.0277865,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
604,경기도,오산시,독산성로,,경기도 오산시 지곶동 557,국제물류보관창고 입구 앞,1,1,10,360,600,1,Y,37.1791522,127.0275021,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
605,경기도,오산시,독산성로,,경기도 오산시 지곶동 263-9,지곶동 버스정류장 지도기준 1시방면,1,1,10,360,600,1,Y,37.17759847,127.0248524,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
606,경기도,오산시,독산성로,,경기도 오산시 지곶동 277-1,독산성로 226 건물 앞,1,1,10,360,600,1,Y,37.17736203,127.0244329,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
607,경기도,오산시,독산성로,,경기도 오산시 지곶동 290-7,독산성로 200 공장 앞,1,1,10,360,600,1,Y,37.17638938,127.0219215,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
608,경기도,오산시,독산성로,,경기도 오산시 지곶동 290-7,독산성로 200 공장 앞,1,1,10,360,600,1,Y,37.17645917,127.0221636,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
609,경기도,오산시,독산성로,,경기도 오산시 지곶동 332-2,독산성로 199 건물 앞,1,1,10,360,600,1,Y,37.17638276,127.0211811,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
610,경기도,오산시,독산성로,,경기도 오산시 지곶동 370-2,오산 교회 주차장 앞,1,1,10,360,600,1,Y,37.17695283,127.0203029,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
611,경기도,오산시,독산성로,,경기도 오산시 지곶동 370-2,오산 교회 지도 기준 11시 방면 100m,1,1,10,360,600,1,Y,37.17754532,127.0200103,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
612,경기도,오산시,독산성로,,경기도 오산시 지곶동 553,초록빛꿈동산 앞,1,1,10,360,600,1,Y,37.17887675,127.0193209,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
613,경기도,오산시,독산성로,,경기도 오산시 지곶동 347,연안차씨선영지 입구,1,1,10,360,600,1,Y,37.17917877,127.0182118,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
614,경기도,오산시,독산성로,,경기도 오산시 지곶동 347,덕담오리 지도기준 2시방면 70m,1,1,10,360,600,1,Y,37.17925998,127.0174573,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
615,경기도,오산시,독산성로,,경기도 오산시 지곶동 343-23,덕담오리 주차장 입구 앞,1,1,10,360,600,1,Y,37.17940426,127.0167254,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
616,경기도,오산시,지곶길,,경기도 오산시 지곶동 328-11,지곶길 15 건물 앞,1,1,10,360,400,2,N,37.17851154,127.0209621,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
617,경기도,오산시,지곶길,,경기도 오산시 지곶동 317-4,지곶길 27-1 지도 기준 9시 40m,1,1,10,360,400,2,N,37.17835817,127.0219952,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
618,경기도,오산시,지곶길,,경기도 오산시 지곶동 317-4,지곶길 27-1 건물 앞,1,1,10,360,400,2,N,37.17832656,127.0223978,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
619,경기도,오산시,지곶길,,경기도 오산시 지곶동 219-17,태흥정밀 앞,1,1,10,360,300,2,N,37.17878306,127.0262492,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
620,경기도,오산시,지곶길,,경기도 오산시 지곶동 219-17,태흥정밀 건물 뒤,1,1,10,360,300,2,N,37.17865922,127.0259592,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
621,경기도,오산시,지곶길,,경기도 오산시 지곶동 542-2,지곶길 59 앞 삼거리,1,1,10,360,300,2,N,37.17842958,127.0253707,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
622,경기도,오산시,지곶길,,경기도 오산시 지곶동 542-2,어부나라 주차장 앞,1,1,10,360,300,2,N,37.17843878,127.0245036,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
623,경기도,오산시,지곶43번길,,경기도 오산시 지곶동 542-2,지곶43번길 21 앞,1,1,10,360,300,2,N,37.17909439,127.0240421,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
624,경기도,오산시,지곶43번길,,경기도 오산시 지곶동 224-4,지곶43번길 25 앞,1,1,10,360,300,2,N,37.17908977,127.0245826,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
625,경기도,오산시,독산성로,,경기도 오산시 양산동 산 19-89,독산성 주차장 입구,1,1,10,360,600,1,Y,37.18105101,127.0161627,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
